"uid","score"
1,0.9771316109134925
2,0.9942081660858412
9,0.8280696763138543
12,0.9223199669830323
14,0.7266148102276916
20,0.9998013122092165
25,0.8699210536214491
28,0.9107830193354354
30,0.9873968139810358
33,0.8315845547719691
35,0.9814414769982528
37,0.7844534626801403
43,0.8689619341475757
44,0.8545217566075062
45,0.9458699105441014
46,0.9931800668998372
52,0.9557631239098076
53,0.9936993642723368
55,0.8497358320489512
56,0.9595887702788068
57,0.9474385547168385
59,0.9860608010644758
60,0.8060324838380416
66,0.9999477821202276
74,0.92727861637104
75,0.9732300127009059
83,0.8300837563488894
84,0.7964256827256379
87,0.9988203752655502
88,0.9406210378877716
95,0.9082731690108294
100,0.8599491562358933
101,0.8957659047757772
105,0.9770773521240462
111,0.7567401702795092
114,0.8657099467006831
116,0.9613094170316572
118,0.6807190428268134
119,0.9174474028877435
123,0.7549365026162279
129,0.9251870905711623
131,0.966933954238859
132,0.6003857453527391
137,0.9993407011152553
143,0.8998200269621286
147,0.9346789248279933
148,0.9930239351354251
149,0.9096659086158453
156,0.861676720632248
161,0.9503015972912369
162,0.9937243979032316
170,0.9987563719798455
179,0.9557754346269083
184,0.9386552276810796
187,0.8412559839346501
191,0.994790989908864
198,0.9908382658264683
206,0.8507631910445278
212,0.9977060412094043
221,0.9999599343736939
222,0.9944567688429081
225,0.9978363843045792
226,0.9931356994168398
228,0.8507515809552662
232,0.9062160323422113
236,0.9100276110584099
237,0.8980604605806773
242,0.9047573998205921
247,0.961011388615203
252,0.9386938803960743
253,0.9677428386239132
255,0.793992614563379
258,0.9962436731022115
261,0.8465803871836449
264,0.9409286956160176
268,0.7670201656678735
275,0.9718246900390939
292,0.9585459125782688
293,0.9999732445725253
295,0.9816827037361248
305,0.9998351657715929
325,0.9949314321702453
328,0.8888392660118808
330,0.9864433472231404
334,0.9852017896448616
335,0.9902265035679273
350,0.9097620084243884
351,0.8968746841746139
354,0.8489569401689016
357,0.8753542317430935
360,0.9598573105760493
361,0.9521842250230443
365,0.8655351239549895
368,0.9945422820581824
369,0.9946082694810969
370,0.9992830426057604
374,0.8972611330118595
375,0.9749016443800216
377,0.9179216322388174
389,0.7516924269600083
390,0.9891949491415779
399,0.8422063557553322
401,0.9823963835493288
402,0.9238147196685405
403,0.9999621119433397
404,0.9758548527241842
405,0.9440777000962274
415,0.9336985764423814
416,0.8212851172367176
417,0.9649407875329783
425,0.9980928982127644
430,1.000043997931559
436,0.9292917797638881
442,0.9999999741893083
445,0.9954340878070772
446,0.832983481725389
447,0.9864510021483354
451,0.9279811623973454
459,0.9745687445999648
461,0.9577740909126007
462,0.9112287299243284
464,0.7536956290415976
465,0.8700687788785023
470,0.9623298978726527
471,0.974532931581718
473,0.8850536604106335
481,0.890795236898066
482,0.9627798901762201
487,0.9994718043602685
489,0.9831150196017047
524,0.843224292081401
528,0.9335194089155144
535,0.8020072614577202
536,0.999955156186727
545,0.9832576932505542
551,0.9992401189252753
552,0.8055897788992581
563,0.9957609392935362
566,0.8647625245251354
573,0.9335296816432346
576,0.8981222246600152
577,0.851261203122267
579,0.9903594300042889
583,0.9121744918571189
595,0.8276707285763544
596,0.9975165543744811
598,0.8309553880036186
600,0.7718665030138261
603,0.9733797358319617
607,0.9207664999532748
608,0.959909998424243
613,0.8758668807662174
614,0.9990181566278615
616,0.9775346506285251
618,0.9436332595227062
620,0.753148315117828
623,0.9717392349075007
624,0.9995323256624382
628,0.9165147112410401
630,0.6182725607770309
637,0.9459207807825888
645,0.8761402083722984
652,0.8462634096531251
653,0.9294978004320072
665,0.9999771420194042
667,0.8769262082526814
668,1.0000093127083927
669,0.94028027464326
678,0.7796056173060746
680,0.8483636744814874
684,0.9969969686329929
687,0.820180788752496
695,0.9648448179797835
699,0.9762042192225378
702,0.9858690015644715
704,0.9999817938760376
705,0.8786672017289933
707,0.983504359009821
711,0.993646335271738
716,0.8709326370521416
722,0.9894986340713258
732,0.9239898976696619
741,0.7055868302153688
745,0.9467562445042245
747,0.9269114524838806
748,0.8955611973917647
750,0.8513731179402314
753,0.9279455363391553
756,0.8713274977609692
765,0.9998660690684372
769,0.9988757273626098
775,0.6637673039393992
777,0.9926640950346118
781,0.994182497431524
791,0.999687064088904
792,0.9437519935624836
794,0.9776156171681049
800,0.820072751385401
802,0.7661689376777475
811,0.8321826614416322
812,0.9911257905152325
813,0.9932196316863794
816,0.8504265662294386
818,0.9032731872035372
822,0.7250410146653748
829,0.9961357563199225
830,0.9195737884595057
833,0.932954319606078
838,0.8608399117196143
839,0.9785586537978493
841,0.8973724085619105
842,0.7842515302314023
843,0.9982814854656556
849,0.9623183587178388
855,0.9839163603389841
856,0.9689895568718945
860,0.9943447294848218
871,1.0000146433576274
874,0.8632190454364698
876,0.8390959172465823
879,0.9216819137891732
881,0.8851095323844682
890,0.900850950742305
898,0.8357788024021358
901,0.8536031562250777
904,0.8317699055670007
913,0.9088457161070069
914,0.9560833758362384
915,0.9541180730558758
924,0.925021669236416
925,0.8904793557015767
927,0.9984201522001094
928,0.9569036570422387
929,0.9235607237324911
934,0.9985279708200918
935,0.965137331791018
937,0.9791325660232676
938,0.7177626791807971
939,0.9185031131327144
940,0.9200997519071361
943,0.9959006541652201
944,0.7737288522274453
951,0.9928008438190518
954,0.9876829481206268
957,0.9988190524077585
959,0.8787989396769355
963,0.9855937465326827
967,0.7873682971715871
970,0.9773464364806391
973,0.9303424627664405
974,0.9840030605106772
979,0.9965335468156009
985,0.8878874923317123
990,0.9642404094799393
991,0.8923099566101275
993,0.7996353267546629
994,0.9549281249999589
999,0.864021343969126
1002,0.9849989161014334
1009,0.9620857065157841
1014,0.8478527415732946
1017,0.9825095197649045
1019,0.9327149822730965
1026,0.8335222568990142
1031,0.8922659988139698
1032,0.9823502712054052
1033,0.9890190622502708
1036,0.8838662922198652
1037,0.880022709709383
1042,0.9961103299064529
1043,0.9164390874394868
1044,0.9164946614165227
1048,0.9593783803020761
1052,1.0000021641934667
1053,0.9927726481225021
1061,0.9073268043567041
1072,0.9738895754073491
1077,0.9063710857631825
1081,0.9911337622812562
1082,0.7571157894653714
1085,0.8519354061039833
1087,0.9179108460069048
1095,0.9994262150107167
1096,0.9184773692642054
1097,0.9359857400171643
1098,0.9997112640133272
1099,0.8885884227070308
1115,0.8832603626340575
1117,0.6792402382356698
1120,0.8210438148371665
1122,0.9937467362478292
1132,0.9329091072657695
1139,0.883678371917701
1142,0.9271049110943977
1149,0.9606592144158359
1151,0.9456790005453611
1157,0.9714313003602277
1160,0.9587695299148677
1162,0.9354891850368579
1166,0.9698194609483829
1169,0.9999903897384956
1174,0.998704954493762
1178,0.9571030195503609
1180,0.9739422879401743
1182,0.9971423990538051
1189,0.9082022160700574
1190,0.7754850103858162
1196,0.8773128895566213
1198,0.8231142745215401
1199,0.8142784468398037
1204,0.8940138712028564
1205,0.8753010392036938
1208,0.9674217740348167
1209,0.8943126668528183
1210,0.9997677201229571
1212,0.8817447998037186
1214,0.8541030607748892
1215,0.9522753742343635
1222,0.95025631699066
1227,0.930242638449956
1228,0.9538084691394269
1236,0.9606746710358219
1237,0.9999550110970944
1238,0.9021118112653261
1243,0.9943728211253167
1244,0.933033445916124
1245,0.9401995300678135
1251,0.7380203636563695
1253,0.9866659778938469
