uid,score
1,0.90418446064
2,0.628138720989
9,0.610957801342
12,0.88253313303
14,0.406767815351
20,0.821487307549
25,0.847302436829
28,0.836558043957
30,0.827995538712
33,0.836049854755
35,0.657696485519
37,0.872267246246
43,0.849267423153
44,0.894911766052
45,0.933291554451
46,0.861209273338
52,0.566879630089
53,0.873084843159
55,0.379538208246
56,0.88569766283
57,0.872697234154
59,0.783137321472
60,0.777680754662
66,0.748529374599
74,0.712109744549
75,0.690294921398
83,0.738011181355
84,0.699743568897
87,0.774425387383
88,0.811542630196
95,0.432471215725
100,0.87030351162
101,0.375952392817
105,0.0883303508162
111,0.727958023548
114,0.781793832779
116,0.756375968456
118,0.759028077126
119,0.895993828773
123,0.633648693562
129,0.891622900963
131,0.37107437849
132,0.524899065495
137,0.800743401051
143,0.51532971859
147,0.916824221611
148,0.582397222519
149,0.555639445782
156,0.623760819435
161,0.673422574997
162,0.490264117718
170,0.520886361599
179,0.837492227554
184,0.813272118568
187,0.434726566076
191,0.419948965311
198,0.678582072258
206,0.65723323822
212,0.289050519466
221,0.70758920908
222,0.954379677773
225,0.67653131485
226,0.660340249538
228,0.79040068388
232,0.830712378025
236,0.832313001156
237,0.939709246159
242,0.50879663229
247,0.85334187746
252,0.655452489853
253,0.89904999733
255,0.828323125839
258,0.469757050276
261,0.458420902491
264,0.926801145077
268,0.312760025263
275,0.917949736118
292,0.350099295378
293,0.854324102402
295,0.707579672337
305,0.789670467377
325,0.83893430233
328,0.927705824375
330,0.712943375111
334,0.759639084339
335,0.763755321503
350,0.848354458809
351,0.276667624712
354,0.621140241623
357,0.762304127216
360,0.810212612152
361,0.889283418655
365,0.283200442791
368,0.456146657467
369,0.701186537743
370,0.840295612812
374,0.69127202034
375,0.743072092533
377,0.90645045042
389,0.718402087688
390,0.540166735649
399,0.646817207336
401,0.893049538136
402,0.565909862518
403,0.869304895401
404,0.346988707781
405,0.696114122868
415,0.821642160416
416,0.463123977184
417,0.610091090202
425,0.8976816535
430,0.969183743
436,0.77292907238
442,0.810427963734
445,0.866593420506
446,0.600159227848
447,0.929139375687
451,0.555310070515
459,0.771120727062
461,0.929823994637
462,0.948213815689
464,0.391239851713
465,0.61259406805
470,0.652444243431
471,0.170799583197
473,0.784485399723
481,0.624086618423
482,0.900540411472
487,0.967645943165
489,0.743009865284
524,0.75954157114
528,0.407913506031
535,0.48611959815
536,0.631399333477
545,0.861652493477
551,0.781212627888
552,0.501544475555
563,0.69948464632
566,0.724448800087
573,0.688684165478
576,0.34334731102
577,0.625950336456
579,0.912933170795
583,0.754683017731
595,0.642365634441
596,0.794436752796
598,0.579339981079
600,0.788615524769
603,0.533123195171
607,0.792347371578
608,0.737072229385
613,0.653974592686
614,0.878265798092
616,0.81659835577
618,0.821892619133
620,0.601181149483
623,0.64406555891
624,0.599320471287
628,0.852909207344
630,0.67571502924
637,0.80307328701
645,0.740028321743
652,0.51205265522
653,0.563979625702
665,0.762960612774
667,0.486390262842
668,0.61041611433
669,0.682368457317
678,0.615633189678
680,0.796382129192
684,0.805562853813
687,0.805432975292
695,0.751873731613
699,0.872857511044
702,0.741780281067
